MOIS,CLIENT_ID,pret_anterieur,compte_commercial,carte_MC,NSF,PH_autre_FI,sphere_epargne,sphere_financement,sphere_transaction,nb_produit,relation_BNC,vol_MC,vol_epargne,vol_financement,vol_transaction,TEF,mono_produit,PH
30Jun2018 0:00:00,00000000526766,0,1,0,0,0,1,0,1,2,5,,256000,,3590,2,0,0
31Oct2018 0:00:00,00000000526809,0,0,0,0,0,0,0,1,1,7,,,,660,1,1,0
31Dec2017 0:00:00,00000000527040,0,1,1,0,0,0,0,1,1,12,22370,,,1290,1,1,1
31Jan2018 0:00:00,00000000527189,0,1,0,0,0,0,0,1,4,16,,,,1080,1,0,0
31May2018 0:00:00,00000000527234,0,0,0,0,1,0,1,1,2,9,,,230000,2540,2,0,0
31Dec2017 0:00:00,00000000527448,0,1,1,0,0,0,0,1,1,18,17180,,,1060,1,1,0
30Nov2017 0:00:00,00000000527516,0,0,1,0,0,1,0,1,2,12,23260,264000,,3450,2,0,0
30Sep2018 0:00:00,00000000527580,0,0,1,0,0,0,0,1,1,13,24360,,,2710,1,1,1
31Oct2017 0:00:00,00000000527803,0,0,0,0,0,0,1,1,2,5,,,729000,1400,2,0,0
30Jun2018 0:00:00,00000000527816,0,1,0,0,1,1,1,1,3,11,,172000,293000,2410,3,0,0
31Dec2017 0:00:00,00000000527831,0,1,0,0,0,1,0,1,2,12,,178000,,100,2,0,0
31May2018 0:00:00,00000000527849,0,0,0,0,1,1,0,1,2,11,,88000,,1580,2,0,0
30Jun2018 0:00:00,00000000527912,0,1,0,0,0,1,1,1,3,12,,118000,538000,1220,3,0,0
30Jun2018 0:00:00,00000000527995,0,0,1,0,0,1,0,1,2,12,18070,104000,,4030,2,0,1
31Dec2017 0:00:00,00000000528007,0,0,1,0,1,1,0,1,2,11,17510,191000,,1870,2,0,0
30Jun2018 0:00:00,00000000528045,0,0,1,0,1,1,0,0,1,6,22420,152000,,,1,1,0
31Dec2017 0:00:00,00000000528162,0,0,0,0,0,0,0,1,2,13,,,,1480,1,0,0
31Mar2018 0:00:00,00000000528166,0,0,0,0,0,0,0,1,1,17,,,,2970,1,1,0
30Nov2017 0:00:00,00000000528248,0,0,0,1,0,0,0,1,1,11,,,,2440,1,1,0
31Oct2017 0:00:00,00000000528277,1,0,0,0,1,0,0,1,1,9,,,,2970,1,1,0
31Jan2018 0:00:00,00000000528298,0,0,1,0,0,0,0,1,1,0,20190,,,2970,1,1,0
30Jun2018 0:00:00,00000000528299,0,0,1,0,0,1,0,1,2,10,17580,189000,,2260,2,0,0
31Mar2018 0:00:00,00000000528362,0,1,0,0,0,0,0,1,1,10,,,,840,1,1,0
30Sep2018 0:00:00,00000000528467,0,0,0,0,1,1,0,1,2,13,,87000,,1860,2,0,0
31Jan2018 0:00:00,00000000528502,1,0,1,0,1,1,0,1,2,12,18700,166000,,3310,2,0,0
31Oct2017 0:00:00,00000000528526,0,0,1,0,1,1,0,1,2,9,19270,180000,,2830,2,0,0
31Jan2018 0:00:00,00000000528560,0,0,1,0,0,0,0,1,1,5,16450,,,770,1,1,0
31Mar2018 0:00:00,00000000528968,0,0,0,0,0,0,0,1,1,8,,,,3060,1,1,0
31Mar2018 0:00:00,00000000529034,0,0,0,0,0,1,0,0,1,7,,108000,,,1,1,0
31Aug2018 0:00:00,00000000529132,0,1,1,0,0,0,1,1,3,0,18930,,558000,1410,2,0,0
31May2018 0:00:00,00000000529190,0,0,0,0,1,0,1,1,2,17,,,402000,2490,2,0,0
31Jul2018 0:00:00,00000000529262,0,0,0,0,1,0,1,1,2,17,,,352000,2630,2,0,0
31Jul2018 0:00:00,00000000529528,0,0,1,0,0,1,0,1,2,10,12710,91000,,1440,2,0,0
31Aug2018 0:00:00,00000000529805,0,0,0,0,1,0,0,1,1,11,,,,1720,1,1,0
31Oct2017 0:00:00,00000000529837,0,0,1,0,0,0,1,1,2,20,16910,,234000,1870,2,0,0
30Jun2018 0:00:00,00000000529900,0,0,0,0,0,0,0,1,1,13,,,,3120,1,1,0
30Jun2018 0:00:00,00000000530061,0,0,0,0,0,0,0,1,2,5,,,,1760,1,0,0
31Aug2018 0:00:00,00000000530162,0,0,0,0,0,1,1,1,3,15,,152000,367000,2310,3,0,1
31Jul2018 0:00:00,00000000530238,1,0,0,0,1,0,0,1,1,13,,,,2370,1,1,0
31Jan2018 0:00:00,00000000530302,0,0,0,0,0,1,1,1,3,8,,140000,540000,1180,3,0,0
31Oct2017 0:00:00,00000000530390,0,0,1,0,0,0,0,1,2,3,24800,,,1670,1,0,0
30Nov2017 0:00:00,00000000530487,0,0,0,0,1,0,0,1,1,131,,,,1120,1,1,0
31Jul2018 0:00:00,00000000530999,0,0,0,0,0,1,1,1,3,17,,195000,548000,1550,3,0,0
31Oct2017 0:00:00,00000000531143,0,1,1,0,1,0,0,1,1,13,20490,,,2120,1,1,0
31Oct2017 0:00:00,00000000531175,0,1,0,0,1,0,0,1,2,2,,,,1310,1,0,0
28Feb2018 0:00:00,00000000531246,0,1,0,0,1,0,0,1,1,8,,,,3500,1,1,0
31Jul2018 0:00:00,00000000531291,0,0,0,0,1,1,0,1,2,9,,148000,,1710,2,0,0
31Mar2018 0:00:00,00000000531293,0,1,0,0,1,0,0,1,1,13,,,,1460,1,1,0
31Mar2018 0:00:00,00000000531561,0,1,0,0,0,0,1,1,2,15,,,407000,2330,2,0,0
31Oct2018 0:00:00,00000000531681,0,0,0,0,1,0,0,1,1,12,,,,1760,1,1,0
31Jul2018 0:00:00,00000000531693,0,0,1,0,0,0,0,1,1,15,21170,,,3250,1,1,0
28Feb2018 0:00:00,00000000531722,0,0,0,0,0,0,0,1,1,3,,,,1390,1,1,0
31May2018 0:00:00,00000000531973,0,1,1,0,1,0,0,1,1,8,19000,,,2070,1,1,0
30Sep2018 0:00:00,00000000531992,0,0,0,0,1,0,0,1,2,11,,,,2940,1,0,0
31Jan2018 0:00:00,00000000532028,0,0,0,0,1,0,0,1,3,2,,,,2000,1,0,0
31Jan2018 0:00:00,00000000532055,1,0,0,0,0,0,0,1,1,13,,,,2990,1,1,0
31Dec2017 0:00:00,00000000532056,0,1,0,0,0,0,0,1,1,126,,,,1210,1,1,0
30Nov2017 0:00:00,00000000532064,0,0,1,0,1,1,0,1,2,0,17920,163000,,1510,2,0,0
31Mar2018 0:00:00,00000000532175,0,0,1,0,1,0,0,1,3,9,17100,,,1720,1,0,0
31Jan2018 0:00:00,00000000532223,0,1,0,0,1,0,0,1,1,13,,,,3330,1,1,0
31May2018 0:00:00,00000000532292,0,1,0,0,0,0,1,1,2,11,,,632000,880,2,0,1
30Apr2018 0:00:00,00000000532501,0,1,0,0,1,0,0,1,1,14,,,,2120,1,1,0
28Feb2018 0:00:00,00000000532651,0,1,1,0,0,0,0,1,1,16,19190,,,1550,1,1,0
31Jul2018 0:00:00,00000000532673,0,0,0,0,0,1,0,0,2,15,,46000,,,1,0,0
28Feb2018 0:00:00,00000000532691,0,0,0,0,0,1,0,1,2,2,,34000,,2710,2,0,0
31Oct2017 0:00:00,00000000532737,0,0,0,0,0,1,0,1,2,14,,66000,,2790,2,0,0
31Jul2018 0:00:00,00000000532861,0,0,0,0,0,0,0,1,1,7,,,,1330,1,1,0
31Dec2017 0:00:00,00000000533067,0,0,0,0,1,0,0,1,1,12,,,,2540,1,1,0
31Mar2018 0:00:00,00000000533069,0,0,0,0,0,0,0,1,3,12,,,,1010,1,0,1
31Oct2018 0:00:00,00000000533184,0,1,0,0,0,0,0,1,1,0,,,,1620,1,1,0
28Feb2018 0:00:00,00000000533243,0,0,0,0,0,0,0,1,3,6,,,,590,1,0,0
30Apr2018 0:00:00,00000000533270,0,0,0,0,0,0,0,1,1,4,,,,4080,1,1,0
28Feb2018 0:00:00,00000000533310,0,0,0,0,1,0,1,1,2,13,,,760000,1690,2,0,1
30Jun2018 0:00:00,00000000533631,0,0,0,0,0,0,0,1,1,9,,,,1710,1,1,0
31Aug2018 0:00:00,00000000533660,0,1,1,0,0,0,0,1,2,14,21180,,,3690,1,0,0
31Mar2018 0:00:00,00000000533669,0,0,0,0,0,0,0,1,1,11,,,,1270,1,1,0
31Jul2018 0:00:00,00000000533719,0,0,0,1,0,0,0,1,1,15,,,,3000,1,1,0
31Jan2018 0:00:00,00000000533720,0,0,0,0,0,0,0,1,3,4,,,,2540,1,0,0
31May2018 0:00:00,00000000533798,0,0,0,0,0,0,0,1,1,8,,,,2860,1,1,0
31Aug2018 0:00:00,00000000533805,0,0,1,0,1,0,0,1,1,12,20880,,,1440,1,1,0
30Nov2017 0:00:00,00000000533836,0,0,0,0,0,1,1,1,3,14,,125000,574000,1730,3,0,0
31May2018 0:00:00,00000000533857,0,0,1,0,1,1,0,1,2,0,22460,179000,,1610,2,0,0
30Jun2018 0:00:00,00000000534018,0,1,1,0,0,0,0,1,1,11,23970,,,2550,1,1,0
31Oct2017 0:00:00,00000000534372,0,1,1,0,1,0,0,1,1,15,16750,,,400,1,1,0
31May2018 0:00:00,00000000534434,0,0,0,0,1,1,1,1,3,7,,62000,468000,2870,3,0,1
31Mar2018 0:00:00,00000000534727,0,0,1,1,0,0,0,1,2,1,17280,,,2160,1,0,0
30Apr2018 0:00:00,00000000534844,0,0,1,0,0,0,0,1,1,20,22660,,,2150,1,1,0
31Jan2018 0:00:00,00000000534966,0,0,1,0,0,0,0,0,1,8,19510,,,,0,1,0
31May2018 0:00:00,00000000534980,0,0,0,0,1,0,0,1,1,4,,,,1090,1,1,0
31Aug2018 0:00:00,00000000534995,0,0,1,0,1,0,0,1,1,21,19350,,,3510,1,1,0
30Jun2018 0:00:00,00000000535061,0,0,0,0,1,0,0,1,2,17,,,,910,1,0,0
28Feb2018 0:00:00,00000000535089,0,0,1,0,0,1,1,1,3,14,22900,191000,534000,2790,3,0,0
31Aug2018 0:00:00,00000000535744,0,0,0,0,1,1,0,1,2,10,,212000,,470,2,0,0
31Dec2017 0:00:00,00000000535766,0,0,1,0,1,1,0,1,2,11,22500,71000,,1440,2,0,0
30Sep2018 0:00:00,00000000535767,0,1,0,1,0,1,0,1,5,15,,168000,,1220,2,0,0
30Apr2018 0:00:00,00000000535787,0,1,0,0,0,0,0,1,1,6,,,,1740,1,1,0
30Nov2017 0:00:00,00000000536251,0,1,0,0,0,1,0,1,2,0,,129000,,1390,2,0,0
30Apr2018 0:00:00,00000000536285,0,0,0,0,0,0,0,1,3,10,,,,950,1,0,0
31Oct2018 0:00:00,00000000536298,0,0,1,0,0,1,1,1,3,14,20240,179000,232000,1690,3,0,0
31Jan2018 0:00:00,00000000536302,0,0,1,0,0,0,0,0,1,16,22290,,,,0,1,0
31Jul2018 0:00:00,00000000536364,0,0,0,0,0,0,0,1,1,13,,,,930,1,1,0
30Nov2017 0:00:00,00000000536415,0,0,0,0,0,0,0,1,1,8,,,,190,1,1,0
31Mar2018 0:00:00,00000000536638,0,0,1,0,0,0,0,0,1,8,20000,,,,0,1,0
30Nov2017 0:00:00,00000000536722,0,1,1,0,1,0,1,1,2,7,19660,,419000,1870,2,0,1
31Oct2017 0:00:00,00000000536894,0,0,0,0,0,0,1,1,2,7,,,588000,710,2,0,0
30Jun2018 0:00:00,00000000536917,0,0,0,0,0,1,0,1,2,12,,212000,,3430,2,0,0
31Aug2018 0:00:00,00000000536933,0,1,0,0,0,0,0,1,1,7,,,,4290,1,1,0
31Oct2018 0:00:00,00000000537048,0,0,1,0,1,0,0,1,1,10,25310,,,2320,1,1,0
31May2018 0:00:00,00000000537055,0,0,0,0,1,1,1,1,3,9,,132000,794000,540,3,0,0
30Apr2018 0:00:00,00000000537146,0,1,1,0,0,0,0,1,1,12,22250,,,1190,1,1,0
30Apr2018 0:00:00,00000000537374,0,0,1,1,1,1,0,1,2,16,17610,97000,,2500,2,0,0
31Oct2018 0:00:00,00000000537403,0,0,0,0,0,1,1,1,3,11,,93000,305000,1640,3,0,0
30Jun2018 0:00:00,00000000537525,0,0,1,0,1,1,0,1,2,11,19390,167000,,2870,2,0,0
30Jun2018 0:00:00,00000000537645,0,0,0,0,1,0,0,1,1,0,,,,1040,1,1,0
31Oct2017 0:00:00,00000000537824,1,1,0,0,1,0,1,1,3,12,,,421000,100,2,0,0
30Apr2018 0:00:00,00000000537862,0,0,1,0,1,0,1,1,2,15,20700,,626000,2290,2,0,0
30Sep2018 0:00:00,00000000538146,0,0,0,0,1,0,1,1,2,9,,,605000,100,2,0,1
28Feb2018 0:00:00,00000000538199,0,0,0,0,1,1,0,1,2,12,,108000,,2070,2,0,0
30Jun2018 0:00:00,00000000538256,1,1,1,0,0,0,1,1,2,18,22670,,385000,1890,2,0,0
28Feb2018 0:00:00,00000000538332,0,0,0,0,0,1,0,1,2,10,,151000,,1820,2,0,0
30Jun2018 0:00:00,00000000538337,0,0,1,0,0,0,0,1,4,15,24300,,,1520,1,0,0
30Jun2018 0:00:00,00000000538485,0,0,0,0,0,0,0,0,1,15,,,,,0,1,0
30Apr2018 0:00:00,00000000538679,0,1,0,0,0,1,1,1,3,12,,136000,286000,1400,3,0,0
31Oct2017 0:00:00,00000000538771,0,1,0,0,0,0,1,1,4,10,,,352000,1480,2,0,0
30Jun2018 0:00:00,00000000538808,0,1,1,0,0,1,0,1,2,5,10950,154000,,1500,2,0,0
30Nov2017 0:00:00,00000000538870,0,0,1,0,0,0,0,1,1,3,19920,,,1010,1,1,0
31Jul2018 0:00:00,00000000538900,0,0,0,1,0,0,1,1,2,12,,,508000,100,2,0,0
31Jul2018 0:00:00,00000000539068,0,0,0,0,0,1,0,1,2,11,,53000,,1940,2,0,0
30Sep2018 0:00:00,00000000539176,0,0,1,0,0,0,1,1,2,5,23510,,419000,840,2,0,0
30Jun2018 0:00:00,00000000539450,0,1,1,0,1,0,0,1,2,3,25580,,,1340,1,0,0
30Jun2018 0:00:00,00000000539539,0,0,1,0,0,0,0,1,1,17,19710,,,2510,1,1,0
30Nov2017 0:00:00,00000000539864,0,0,0,0,0,0,1,1,2,12,,,551000,2000,2,0,0
31Jan2018 0:00:00,00000000539924,0,0,0,0,0,0,1,1,2,18,,,353000,3400,2,0,0
31Jan2018 0:00:00,00000000539954,0,1,1,0,0,1,0,1,3,8,14190,64000,,1060,2,0,1
31Oct2017 0:00:00,00000000539966,1,0,0,0,0,1,1,1,3,10,,122000,128000,3360,3,0,0
31Dec2017 0:00:00,00000000540054,0,0,0,0,0,0,0,1,1,13,,,,3160,1,1,0
30Apr2018 0:00:00,00000000540063,1,1,1,0,1,0,0,1,1,9,20060,,,3020,1,1,0
31May2018 0:00:00,00000000540181,0,0,1,0,0,1,1,1,3,15,19520,127000,502000,2350,3,0,0
31Jan2018 0:00:00,00000000540354,0,0,0,0,0,0,0,1,1,16,,,,1100,1,1,0
31Jan2018 0:00:00,00000000540361,0,0,0,0,1,1,0,1,2,8,,108000,,460,2,0,0
31May2018 0:00:00,00000000540390,0,0,1,0,0,0,1,1,2,6,22810,,695000,2540,2,0,1
31Oct2017 0:00:00,00000000540792,1,0,0,0,0,1,0,1,2,8,,142000,,2230,2,0,0
31Jan2018 0:00:00,00000000540867,0,0,1,0,0,1,0,1,2,3,15430,132000,,2630,2,0,0
31Oct2017 0:00:00,00000000540870,0,0,0,0,0,0,0,1,3,16,,,,2380,1,0,1
31Aug2018 0:00:00,00000000540927,0,0,1,0,0,0,0,1,1,7,23860,,,2800,1,1,0
30Sep2018 0:00:00,00000000541070,0,0,0,0,0,0,0,1,1,11,,,,1520,1,1,0
30Apr2018 0:00:00,00000000541181,0,0,0,0,1,1,1,1,3,7,,40000,415000,3140,3,0,0
31Jan2018 0:00:00,00000000541190,0,0,1,0,0,0,0,1,1,15,26480,,,820,1,1,1
30Sep2018 0:00:00,00000000541453,0,0,0,0,1,0,0,1,2,5,,,,900,1,0,0
30Nov2017 0:00:00,00000000541493,0,0,1,0,0,0,0,1,1,7,19350,,,1220,1,1,0
31May2018 0:00:00,00000000541685,0,0,0,0,0,0,0,1,1,16,,,,940,1,1,0
30Apr2018 0:00:00,00000000541689,0,0,0,0,0,0,0,1,1,8,,,,1590,1,1,0
31Dec2017 0:00:00,00000000541690,0,0,1,0,0,0,1,1,2,2,25420,,159000,1240,2,0,0
31Oct2018 0:00:00,00000000541763,0,1,0,0,1,0,0,1,1,15,,,,2090,1,1,0
30Nov2017 0:00:00,00000000541850,0,0,0,0,0,0,0,1,1,8,,,,1140,1,1,0
31Jul2018 0:00:00,00000000542186,0,0,0,0,0,0,1,1,2,10,,,398000,500,2,0,0
31May2018 0:00:00,00000000542200,0,0,0,0,0,0,0,1,1,1,,,,910,1,1,0
30Sep2018 0:00:00,00000000542319,0,0,1,0,1,0,0,1,1,14,17120,,,190,1,1,0
30Jun2018 0:00:00,00000000542369,0,0,0,0,0,0,0,1,2,9,,,,3290,1,0,0
30Sep2018 0:00:00,00000000542443,0,0,1,0,0,0,1,1,2,16,19430,,325000,1170,2,0,0
31Oct2018 0:00:00,00000000542561,0,0,1,0,0,1,1,1,3,3,4660,220000,561000,960,3,0,0
31Aug2018 0:00:00,00000000542650,0,0,0,0,1,1,0,1,2,13,,187000,,1780,2,0,0
28Feb2018 0:00:00,00000000542685,0,1,0,0,0,1,1,1,3,5,,155000,548000,2350,3,0,0
31Dec2017 0:00:00,00000000542690,1,0,0,0,0,0,0,1,1,11,,,,1270,1,1,0
31Oct2018 0:00:00,00000000542769,0,1,1,0,1,0,0,1,1,11,24060,,,2110,1,1,0
31Oct2018 0:00:00,00000000542809,0,0,0,0,0,0,1,1,2,2,,,401000,3630,2,0,0
30Apr2018 0:00:00,00000000542992,0,0,1,0,1,1,0,1,2,9,19770,109000,,2900,2,0,1
31Jan2018 0:00:00,00000000543267,1,0,1,0,0,0,1,1,4,7,21680,,643000,2280,2,0,1
31Aug2018 0:00:00,00000000543314,0,0,0,0,0,0,1,1,2,7,,,548000,270,2,0,0
31May2018 0:00:00,00000000543575,0,0,1,0,0,1,0,1,2,0,18920,113000,,2970,2,0,0
28Feb2018 0:00:00,00000000543588,0,0,1,0,1,1,1,1,3,15,21780,175000,460000,1400,3,0,0
30Jun2018 0:00:00,00000000543646,0,0,1,0,0,1,0,1,2,13,17100,194000,,2780,2,0,0
31Aug2018 0:00:00,00000000543701,0,0,0,0,1,0,0,1,2,10,,,,2970,1,0,0
31Oct2018 0:00:00,00000000543942,1,0,0,0,0,0,0,1,2,9,,,,3870,1,0,0
31Jul2018 0:00:00,00000000543957,0,0,0,0,1,0,0,1,1,13,,,,1900,1,1,0
31Aug2018 0:00:00,00000000544088,0,0,0,0,1,0,0,1,1,13,,,,2370,1,1,0
31Jan2018 0:00:00,00000000544094,0,0,1,0,0,0,1,1,2,14,19580,,327000,2520,2,0,0
31Oct2017 0:00:00,00000000544098,0,0,1,0,1,0,1,1,2,15,22790,,675000,1410,2,0,0
31Oct2017 0:00:00,00000000544181,0,0,0,0,0,0,0,1,1,14,,,,650,1,1,0
31May2018 0:00:00,00000000544189,0,0,0,1,0,0,0,1,1,8,,,,860,1,1,0
31Jan2018 0:00:00,00000000544225,0,0,0,1,0,0,1,1,2,6,,,474000,750,2,0,0
31Jan2018 0:00:00,00000000544229,0,1,1,0,1,0,0,1,1,6,19810,,,2430,1,1,0
31Jul2018 0:00:00,00000000544258,0,0,0,0,1,0,0,1,2,13,,,,2690,1,0,0
31Jan2018 0:00:00,00000000544379,0,0,0,0,1,0,0,1,1,16,,,,1650,1,1,0
30Nov2017 0:00:00,00000000544826,0,0,0,1,0,0,1,1,2,9,,,493000,4000,2,0,0
31Aug2018 0:00:00,00000000544882,0,0,0,0,1,1,1,1,4,12,,108000,537000,1040,3,0,1
31May2018 0:00:00,00000000544952,0,1,1,0,1,0,1,1,2,19,22200,,417000,2220,2,0,1
30Nov2017 0:00:00,00000000544974,0,0,0,0,0,0,0,1,1,4,,,,2950,1,1,0
31Mar2018 0:00:00,00000000545097,0,0,1,0,1,0,0,1,1,15,18530,,,600,1,1,0
31Jul2018 0:00:00,00000000545105,0,0,0,0,0,1,0,1,2,5,,132000,,1610,2,0,0
30Nov2017 0:00:00,00000000545115,0,0,0,0,0,1,0,1,2,12,,144000,,260,2,0,0
30Sep2018 0:00:00,00000000545124,0,0,1,1,1,0,0,1,1,13,17060,,,4450,1,1,0
31Jan2018 0:00:00,00000000545238,0,0,0,0,0,1,0,0,4,19,,115000,,,1,0,0
31May2018 0:00:00,00000000545565,0,0,1,0,1,0,1,1,2,9,20320,,478000,3640,2,0,0
28Feb2018 0:00:00,00000000545663,0,0,0,0,1,1,0,1,2,10,,86000,,2040,2,0,0
30Apr2018 0:00:00,00000000545672,0,1,1,1,1,0,0,1,4,2,17650,,,2300,1,0,0
30Jun2018 0:00:00,00000000545682,0,0,0,0,0,0,0,1,1,4,,,,730,1,1,0
31Jan2018 0:00:00,00000000545710,0,0,1,0,0,0,0,1,1,10,18530,,,1130,1,1,0
31Dec2017 0:00:00,00000000545739,0,0,0,0,1,1,0,1,2,14,,181000,,890,2,0,0
31Mar2018 0:00:00,00000000546213,0,0,0,0,0,0,0,1,1,11,,,,1410,1,1,0
31Jan2018 0:00:00,00000000546476,0,0,0,0,1,0,0,1,1,8,,,,1880,1,1,0
31Jul2018 0:00:00,00000000546556,0,0,0,0,0,0,1,1,2,7,,,553000,2430,2,0,0
31Mar2018 0:00:00,00000000546638,0,0,1,0,0,1,0,1,2,4,18880,194000,,3080,2,0,0
30Sep2018 0:00:00,00000000546684,0,0,1,0,1,1,0,1,3,6,20680,164000,,1570,2,0,0
31May2018 0:00:00,00000000546893,0,0,1,0,0,0,0,1,1,14,12920,,,2170,1,1,0
31Jan2018 0:00:00,00000000546954,0,0,0,0,0,0,0,1,3,9,,,,1670,1,0,0
31Mar2018 0:00:00,00000000546955,0,0,0,0,0,0,0,1,1,1,,,,3590,1,1,0
31Jan2018 0:00:00,00000000546980,0,0,0,0,0,0,0,1,1,9,,,,2370,1,1,0
31Oct2018 0:00:00,00000000547034,0,0,1,0,0,0,0,1,2,5,19690,,,3150,1,0,0
31Oct2017 0:00:00,00000000547135,0,0,1,0,0,1,0,0,1,8,15690,141000,,,1,1,0
31Jan2018 0:00:00,00000000547251,0,0,1,0,1,0,1,1,2,10,16020,,654000,2170,2,0,0
31Dec2017 0:00:00,00000000547252,0,0,1,0,0,0,1,1,2,11,24590,,631000,2380,2,0,0
30Apr2018 0:00:00,00000000547561,0,0,1,0,0,0,1,1,2,11,21330,,606000,2030,2,0,0
31Jul2018 0:00:00,00000000547638,0,1,0,0,0,0,0,1,1,9,,,,2110,1,1,0
30Jun2018 0:00:00,00000000547780,0,0,0,0,0,0,0,1,1,12,,,,2300,1,1,0
31Jan2018 0:00:00,00000000547927,0,0,0,0,0,0,0,1,1,6,,,,2570,1,1,0
31Oct2017 0:00:00,00000000547947,0,0,0,0,0,1,0,1,2,4,,224000,,840,2,0,0
30Jun2018 0:00:00,00000000547995,0,0,1,0,0,0,0,1,5,8,23040,,,2580,1,0,1
30Apr2018 0:00:00,00000000548163,0,0,0,0,0,0,1,1,2,12,,,576000,3620,2,0,0
30Sep2018 0:00:00,00000000548270,0,0,1,0,1,1,0,1,2,6,19020,163000,,1810,2,0,1
31Aug2018 0:00:00,00000000548479,0,0,1,0,0,0,0,1,1,9,19650,,,850,1,1,0
31Aug2018 0:00:00,00000000548560,0,0,0,0,0,1,0,1,2,17,,155000,,1420,2,0,0
30Nov2017 0:00:00,00000000548649,0,1,0,0,0,0,0,1,1,11,,,,2410,1,1,0
31Oct2018 0:00:00,00000000548709,0,1,1,0,1,1,0,1,2,6,17190,175000,,2230,2,0,0
28Feb2018 0:00:00,00000000548743,0,0,0,0,0,0,1,1,2,3,,,543000,370,2,0,0
31Mar2018 0:00:00,00000000548852,0,0,1,0,1,0,1,1,2,12,11730,,311000,1720,2,0,0
31Mar2018 0:00:00,00000000549195,0,0,1,0,0,0,1,1,2,0,12380,,475000,1850,2,0,0
31Oct2018 0:00:00,00000000549384,0,1,0,1,0,0,0,1,5,9,,,,3740,1,0,0
31Mar2018 0:00:00,00000000549527,0,0,0,0,0,1,0,1,2,11,,168000,,910,2,0,1
31May2018 0:00:00,00000000549601,0,0,0,0,0,0,1,1,2,4,,,506000,2440,2,0,0
31May2018 0:00:00,00000000549608,0,0,0,0,1,0,0,1,1,10,,,,3250,1,1,0
30Apr2018 0:00:00,00000000549632,0,1,0,0,0,0,0,1,2,6,,,,15120,1,0,0
31Mar2018 0:00:00,00000000549694,0,0,1,0,1,1,0,1,2,8,14000,61000,,1670,2,0,0
28Feb2018 0:00:00,00000000549735,0,0,0,0,1,0,0,1,1,18,,,,2570,1,1,0
31May2018 0:00:00,00000000549776,0,0,1,0,1,0,1,1,2,5,27650,,467000,2540,2,0,0
31Dec2017 0:00:00,00000000550288,0,0,1,0,0,0,0,1,4,16,17740,,,2340,1,0,0
31Jul2018 0:00:00,00000000550387,0,1,1,0,0,0,0,1,1,12,16170,,,1500,1,1,0
31Oct2017 0:00:00,00000000550423,0,0,0,0,1,1,0,1,2,11,,142000,,2490,2,0,0
30Jun2018 0:00:00,00000000550503,0,1,0,0,0,0,0,1,1,7,,,,2480,1,1,0
30Nov2017 0:00:00,00000000550514,0,0,0,0,0,0,1,1,2,13,,,602000,530,2,0,1
30Sep2018 0:00:00,00000000550610,0,0,0,0,1,1,0,1,4,12,,124000,,1500,2,0,0
31Oct2017 0:00:00,00000000550657,0,0,0,0,0,0,0,1,1,10,,,,1580,1,1,0
31Aug2018 0:00:00,00000000550828,0,0,1,1,0,1,0,0,1,8,23590,199000,,,1,1,0
28Feb2018 0:00:00,00000000551134,0,0,1,0,0,1,1,1,3,13,19840,84000,339000,1320,3,0,1
31May2018 0:00:00,00000000551174,0,0,0,0,1,0,0,1,1,25,,,,1680,1,1,0
31May2018 0:00:00,00000000551245,0,0,1,0,0,1,0,1,2,16,17650,184000,,2070,2,0,0
30Sep2018 0:00:00,00000000551248,0,0,0,0,0,0,0,1,1,10,,,,2510,1,1,1
30Nov2017 0:00:00,00000000551249,0,1,0,0,0,1,0,1,2,3,,177000,,1760,2,0,0
28Feb2018 0:00:00,00000000551432,0,0,1,0,1,1,0,1,2,17,21610,87000,,1600,2,0,1
31Oct2017 0:00:00,00000000551655,0,0,1,0,0,1,0,1,2,8,15280,88000,,1900,2,0,0
30Nov2017 0:00:00,00000000551701,0,0,1,0,1,1,0,1,2,2,16460,272000,,230,2,0,0
31Oct2018 0:00:00,00000000551713,0,0,0,0,1,1,0,1,3,10,,33000,,1600,2,0,1
30Nov2017 0:00:00,00000000551733,0,0,1,0,1,0,1,1,2,10,12210,,694000,910,2,0,0
31Oct2017 0:00:00,00000000551864,0,0,1,0,0,1,0,1,2,9,18640,173000,,3160,2,0,0
31Aug2018 0:00:00,00000000552003,0,0,1,1,1,0,1,1,2,12,19520,,599000,710,2,0,0
30Nov2017 0:00:00,00000000552132,0,1,0,0,0,1,0,1,2,17,,64000,,2400,2,0,0
31Jan2018 0:00:00,00000000552135,0,0,1,0,0,0,0,1,1,7,26290,,,2820,1,1,0
31May2018 0:00:00,00000000552358,0,0,0,0,0,0,0,1,1,16,,,,2400,1,1,0
31Aug2018 0:00:00,00000000552515,0,1,0,0,1,1,0,1,2,14,,197000,,3430,2,0,0
31Dec2017 0:00:00,00000000552672,0,0,1,0,1,1,0,1,3,1,15090,91000,,1870,2,0,0
30Apr2018 0:00:00,00000000552788,0,0,1,0,0,1,0,1,2,12,26290,141000,,3320,2,0,0
31Mar2018 0:00:00,00000000553347,0,0,1,0,1,0,1,1,2,16,18990,,658000,100,2,0,0
31Oct2017 0:00:00,00000000553359,0,0,0,0,0,0,0,1,1,1,,,,2790,1,1,0
31May2018 0:00:00,00000000553458,1,1,1,0,1,0,0,1,1,8,16270,,,1500,1,1,0
