MOIS,CLIENT_ID,web_taux,web_mls,vol_taux,vol_mls
31Jan2018 0:00:00,00000000658937,1,1,9,45
31Jul2018 0:00:00,00000000659031,0,0,0,0
30Jun2018 0:00:00,00000000659391,0,0,0,0
31Jan2018 0:00:00,00000000659622,0,1,0,42
31Oct2017 0:00:00,00000000659628,0,0,0,0
31Oct2018 0:00:00,00000000659641,0,1,0,3
30Jun2018 0:00:00,00000000659653,0,0,0,0
30Jun2018 0:00:00,00000000659725,0,0,0,0
28Feb2018 0:00:00,00000000659745,0,0,0,0
31Mar2018 0:00:00,00000000659942,0,1,0,21
31Jan2018 0:00:00,00000000660041,0,0,0,0
30Apr2018 0:00:00,00000000660059,0,1,0,26
31Jan2018 0:00:00,00000000660096,0,0,0,0
30Jun2018 0:00:00,00000000660136,0,0,0,0
31Jul2018 0:00:00,00000000660195,0,0,0,0
30Nov2017 0:00:00,00000000660198,0,1,0,10
30Sep2018 0:00:00,00000000660213,1,1,39,10
30Sep2018 0:00:00,00000000660529,1,1,48,39
31Jul2018 0:00:00,00000000660540,0,1,0,8
30Jun2018 0:00:00,00000000660553,1,0,35,0
31Oct2017 0:00:00,00000000660642,0,1,0,42
30Sep2018 0:00:00,00000000660648,1,1,20,45
31Oct2018 0:00:00,00000000660770,0,0,0,0
31Mar2018 0:00:00,00000000660896,1,1,39,36
28Feb2018 0:00:00,00000000660927,0,0,0,0
30Apr2018 0:00:00,00000000660932,0,1,0,3
31Oct2018 0:00:00,00000000660994,0,0,0,0
30Nov2017 0:00:00,00000000660998,0,1,0,29
31Oct2017 0:00:00,00000000661100,0,0,0,0
31Oct2018 0:00:00,00000000661137,1,1,5,19
31Oct2017 0:00:00,00000000661156,0,0,0,0
31Oct2018 0:00:00,00000000661202,0,0,0,0
31Oct2017 0:00:00,00000000661211,0,1,0,45
30Sep2018 0:00:00,00000000661471,0,1,0,3
31Oct2018 0:00:00,00000000661798,0,0,0,0
31Jan2018 0:00:00,00000000661834,1,1,17,45
31Aug2018 0:00:00,00000000662031,0,1,0,45
31May2018 0:00:00,00000000662032,0,0,0,0
31Oct2017 0:00:00,00000000662072,0,0,0,0
31Mar2018 0:00:00,00000000662150,1,1,4,45
31Jul2018 0:00:00,00000000662177,0,0,0,0
31May2018 0:00:00,00000000662292,0,1,0,44
31Jan2018 0:00:00,00000000662326,0,1,0,11
31Jan2018 0:00:00,00000000662437,0,0,0,0
31Mar2018 0:00:00,00000000662543,1,0,36,0
31Mar2018 0:00:00,00000000662579,0,1,0,3
30Jun2018 0:00:00,00000000662676,0,0,0,0
30Sep2018 0:00:00,00000000662718,0,1,0,45
28Feb2018 0:00:00,00000000662738,1,1,34,30
31May2018 0:00:00,00000000662771,0,0,0,0
31Jan2018 0:00:00,00000000662917,0,0,0,0
31Jul2018 0:00:00,00000000662927,0,0,0,0
31Mar2018 0:00:00,00000000663042,0,0,0,0
31Aug2018 0:00:00,00000000663063,0,1,0,38
31Oct2018 0:00:00,00000000663105,1,0,8,0
31May2018 0:00:00,00000000663168,0,0,0,0
31Aug2018 0:00:00,00000000663251,0,0,0,0
31Mar2018 0:00:00,00000000663262,0,0,0,0
31Dec2017 0:00:00,00000000663323,1,0,13,0
31May2018 0:00:00,00000000663347,0,0,0,0
30Sep2018 0:00:00,00000000663538,0,0,0,0
30Sep2018 0:00:00,00000000663551,0,0,0,0
30Nov2017 0:00:00,00000000663696,0,0,0,0
30Sep2018 0:00:00,00000000663735,0,0,0,0
31Aug2018 0:00:00,00000000663814,0,0,0,0
31May2018 0:00:00,00000000663842,1,1,4,8
30Jun2018 0:00:00,00000000664017,0,1,0,14
31Jul2018 0:00:00,00000000664035,0,0,0,0
30Nov2017 0:00:00,00000000664058,0,0,0,0
31Mar2018 0:00:00,00000000664080,0,0,0,0
30Apr2018 0:00:00,00000000664106,0,0,0,0
31Dec2017 0:00:00,00000000664120,0,0,0,0
31Jan2018 0:00:00,00000000664149,1,0,55,0
31Aug2018 0:00:00,00000000664189,0,1,0,21
30Sep2018 0:00:00,00000000664202,0,1,0,45
31Jan2018 0:00:00,00000000664270,0,0,0,0
31Oct2017 0:00:00,00000000664368,0,1,0,31
31Jan2018 0:00:00,00000000664391,0,0,0,0
31May2018 0:00:00,00000000664417,1,1,24,24
31Jul2018 0:00:00,00000000664539,0,1,0,36
31Oct2017 0:00:00,00000000664642,0,0,0,0
31May2018 0:00:00,00000000664681,1,1,16,15
30Nov2017 0:00:00,00000000664694,0,0,0,0
31Aug2018 0:00:00,00000000664754,0,0,0,0
28Feb2018 0:00:00,00000000664791,0,1,0,3
30Nov2017 0:00:00,00000000664857,1,1,8,12
31Dec2017 0:00:00,00000000664871,0,0,0,0
31Mar2018 0:00:00,00000000664951,1,0,11,0
31May2018 0:00:00,00000000665051,0,1,0,39
31Jul2018 0:00:00,00000000665152,0,0,0,0
30Jun2018 0:00:00,00000000665211,1,0,39,0
31Dec2017 0:00:00,00000000665223,0,1,0,26
30Apr2018 0:00:00,00000000665290,1,0,19,0
30Jun2018 0:00:00,00000000665292,0,0,0,0
31Dec2017 0:00:00,00000000665332,1,1,41,8
31Aug2018 0:00:00,00000000665343,0,0,0,0
31Aug2018 0:00:00,00000000665362,0,0,0,0
31Aug2018 0:00:00,00000000665433,0,1,0,40
30Apr2018 0:00:00,00000000665436,0,1,0,11
30Apr2018 0:00:00,00000000665466,0,1,0,20
30Sep2018 0:00:00,00000000665498,0,0,0,0
31Oct2017 0:00:00,00000000665521,0,0,0,0
31Dec2017 0:00:00,00000000665556,1,0,10,0
30Nov2017 0:00:00,00000000665607,0,0,0,0
30Sep2018 0:00:00,00000000665615,1,0,32,0
30Nov2017 0:00:00,00000000665669,0,1,0,3
30Jun2018 0:00:00,00000000665686,0,0,0,0
31Oct2018 0:00:00,00000000665741,0,1,0,20
31May2018 0:00:00,00000000665790,1,9,20,41
31Aug2018 0:00:00,00000000665812,0,0,0,0
31Mar2018 0:00:00,00000000665813,0,0,0,0
31Oct2017 0:00:00,00000000665820,1,0,30,0
31Oct2018 0:00:00,00000000665874,0,1,0,45
31Mar2018 0:00:00,00000000665885,0,0,0,0
31Aug2018 0:00:00,00000000665915,0,1,0,45
31Jan2018 0:00:00,00000000665951,0,0,0,0
31Aug2018 0:00:00,00000000665987,0,0,0,0
30Apr2018 0:00:00,00000000665989,0,1,0,31
31Oct2018 0:00:00,00000000666211,0,0,0,0
30Jun2018 0:00:00,00000000666214,1,0,27,0
30Nov2017 0:00:00,00000000666225,0,0,0,0
30Apr2018 0:00:00,00000000666259,0,1,0,17
31May2018 0:00:00,00000000666393,1,0,4,0
31May2018 0:00:00,00000000666394,1,0,51,0
30Nov2017 0:00:00,00000000666410,0,0,0,0
30Apr2018 0:00:00,00000000666471,0,0,0,0
30Nov2017 0:00:00,00000000666562,0,0,0,0
31May2018 0:00:00,00000000666572,1,1,45,33
30Jun2018 0:00:00,00000000666576,0,0,0,0
31May2018 0:00:00,00000000666625,1,0,4,0
31May2018 0:00:00,00000000666744,0,0,0,0
30Apr2018 0:00:00,00000000666753,1,1,18,38
31Dec2017 0:00:00,00000000666759,0,1,0,35
31Aug2018 0:00:00,00000000666801,0,0,0,0
30Sep2018 0:00:00,00000000666931,0,0,0,0
31Dec2017 0:00:00,00000000666954,0,0,0,0
31Dec2017 0:00:00,00000000666978,0,0,0,0
30Apr2018 0:00:00,00000000667030,0,0,0,0
31Aug2018 0:00:00,00000000667056,1,0,4,0
30Jun2018 0:00:00,00000000667060,0,0,0,0
30Apr2018 0:00:00,00000000667078,0,0,0,0
31Aug2018 0:00:00,00000000667123,0,1,0,28
30Jun2018 0:00:00,00000000667179,1,1,33,3
31Dec2017 0:00:00,00000000667184,0,0,0,0
30Jun2018 0:00:00,00000000667199,0,0,0,0
31Jul2018 0:00:00,00000000667212,0,0,0,0
31Aug2018 0:00:00,00000000667235,0,0,0,0
31Dec2017 0:00:00,00000000667253,0,0,0,0
31May2018 0:00:00,00000000667311,0,0,0,0
31Oct2018 0:00:00,00000000667341,1,0,55,0
30Jun2018 0:00:00,00000000667351,0,0,0,0
31May2018 0:00:00,00000000667374,1,0,38,0
31May2018 0:00:00,00000000667385,1,0,13,0
31Mar2018 0:00:00,00000000667395,1,0,53,0
31Mar2018 0:00:00,00000000667478,0,0,0,0
28Feb2018 0:00:00,00000000667501,1,1,26,45
30Apr2018 0:00:00,00000000667620,1,1,39,30
30Apr2018 0:00:00,00000000667627,0,0,0,0
31Jan2018 0:00:00,00000000667646,0,0,0,0
31Mar2018 0:00:00,00000000667659,0,1,0,14
28Feb2018 0:00:00,00000000667664,0,0,0,0
30Sep2018 0:00:00,00000000667681,0,0,0,0
31Dec2017 0:00:00,00000000667691,1,0,16,0
31Jul2018 0:00:00,00000000667736,0,0,0,0
31Dec2017 0:00:00,00000000667763,1,1,48,3
30Jun2018 0:00:00,00000000667797,0,0,0,0
31Mar2018 0:00:00,00000000667912,0,1,0,39
30Jun2018 0:00:00,00000000668018,0,1,0,8
31Jul2018 0:00:00,00000000668029,0,0,0,0
31Jan2018 0:00:00,00000000668077,0,0,0,0
31May2018 0:00:00,00000000668083,0,1,0,3
30Jun2018 0:00:00,00000000668181,1,0,53,0
31Mar2018 0:00:00,00000000668233,0,1,0,45
31Mar2018 0:00:00,00000000668296,0,1,0,33
28Feb2018 0:00:00,00000000668309,0,0,0,0
30Jun2018 0:00:00,00000000668346,0,1,0,45
28Feb2018 0:00:00,00000000668349,0,0,0,0
30Nov2017 0:00:00,00000000668382,0,0,0,0
31Oct2018 0:00:00,00000000668447,0,0,0,0
30Apr2018 0:00:00,00000000668499,0,0,0,0
30Sep2018 0:00:00,00000000668508,0,0,0,0
31Oct2017 0:00:00,00000000668524,0,0,0,0
31Aug2018 0:00:00,00000000668532,0,0,0,0
31Oct2018 0:00:00,00000000668553,0,1,0,45
28Feb2018 0:00:00,00000000668558,0,1,0,35
31Aug2018 0:00:00,00000000668578,0,0,0,0
30Apr2018 0:00:00,00000000668913,1,0,30,0
30Nov2017 0:00:00,00000000669202,1,1,39,25
31Aug2018 0:00:00,00000000669261,1,0,7,0
31Dec2017 0:00:00,00000000669265,1,0,31,0
31May2018 0:00:00,00000000669440,0,1,0,45
31May2018 0:00:00,00000000669600,0,1,0,45
31Aug2018 0:00:00,00000000669653,0,1,0,45
31Jul2018 0:00:00,00000000669874,0,1,0,6
30Nov2017 0:00:00,00000000669878,0,0,0,0
31Oct2017 0:00:00,00000000669914,1,1,19,45
30Apr2018 0:00:00,00000000670037,0,1,0,45
31Jul2018 0:00:00,00000000670125,0,0,0,0
31Aug2018 0:00:00,00000000670224,0,0,0,0
30Nov2017 0:00:00,00000000670320,0,0,0,0
31May2018 0:00:00,00000000670343,0,0,0,0
30Nov2017 0:00:00,00000000670372,0,0,0,0
31Oct2018 0:00:00,00000000670464,0,0,0,0
30Jun2018 0:00:00,00000000670525,0,0,0,0
31Aug2018 0:00:00,00000000670548,0,0,0,0
31Oct2017 0:00:00,00000000670646,0,0,0,0
31Jul2018 0:00:00,00000000670681,0,0,0,0
30Jun2018 0:00:00,00000000670684,0,1,0,45
31May2018 0:00:00,00000000670719,1,1,42,45
31Aug2018 0:00:00,00000000670966,0,0,0,0
30Apr2018 0:00:00,00000000671034,0,0,0,0
31Jan2018 0:00:00,00000000671056,0,0,0,0
30Jun2018 0:00:00,00000000671067,1,1,46,24
30Sep2018 0:00:00,00000000671166,1,1,50,45
31Dec2017 0:00:00,00000000671213,0,0,0,0
31Jul2018 0:00:00,00000000671226,0,0,0,0
31May2018 0:00:00,00000000671373,0,0,0,0
31Mar2018 0:00:00,00000000671541,0,1,0,37
31May2018 0:00:00,00000000671619,1,1,17,45
30Nov2017 0:00:00,00000000671620,1,0,16,0
31May2018 0:00:00,00000000671684,0,0,0,0
31Jul2018 0:00:00,00000000671708,1,0,33,0
31Mar2018 0:00:00,00000000671733,0,0,0,0
31Oct2018 0:00:00,00000000671755,1,0,45,0
30Nov2017 0:00:00,00000000671775,0,0,0,0
31May2018 0:00:00,00000000671996,0,1,0,3
31Dec2017 0:00:00,00000000672023,0,0,0,0
31Oct2017 0:00:00,00000000672099,0,0,0,0
28Feb2018 0:00:00,00000000672241,0,1,0,4
30Sep2018 0:00:00,00000000672257,0,0,0,0
30Apr2018 0:00:00,00000000672326,0,0,0,0
31Dec2017 0:00:00,00000000672346,0,1,0,45
30Sep2018 0:00:00,00000000672397,1,0,18,0
31Dec2017 0:00:00,00000000672541,1,1,35,32
31Aug2018 0:00:00,00000000672549,1,0,22,0
31Jul2018 0:00:00,00000000672616,0,0,0,0
30Apr2018 0:00:00,00000000672630,1,0,4,0
28Feb2018 0:00:00,00000000672699,1,1,14,32
31Mar2018 0:00:00,00000000672778,0,0,0,0
31Jan2018 0:00:00,00000000672828,0,1,0,41
31Oct2017 0:00:00,00000000672957,0,0,0,0
30Apr2018 0:00:00,00000000673062,0,0,0,0
31May2018 0:00:00,00000000673191,0,0,0,0
31Oct2018 0:00:00,00000000673260,0,0,0,0
31Oct2018 0:00:00,00000000673322,1,1,4,45
28Feb2018 0:00:00,00000000673334,0,1,0,26
31Jan2018 0:00:00,00000000673378,0,0,0,0
31Jul2018 0:00:00,00000000673387,0,0,0,0
31Aug2018 0:00:00,00000000673452,0,0,0,0
30Jun2018 0:00:00,00000000673534,0,0,0,0
31Jan2018 0:00:00,00000000673565,0,0,0,0
31Aug2018 0:00:00,00000000673681,0,0,0,0
30Sep2018 0:00:00,00000000673768,0,1,0,12
30Apr2018 0:00:00,00000000673860,0,0,0,0
31May2018 0:00:00,00000000673949,0,0,0,0
30Sep2018 0:00:00,00000000674017,0,0,0,0
31Oct2018 0:00:00,00000000674130,1,0,4,0
31Jan2018 0:00:00,00000000674138,1,1,36,15
30Sep2018 0:00:00,00000000674152,0,0,0,0
31Jan2018 0:00:00,00000000674218,0,0,0,0
30Jun2018 0:00:00,00000000674589,0,1,0,42
30Apr2018 0:00:00,00000000674604,0,1,0,45
30Nov2017 0:00:00,00000000674728,0,0,0,0
30Nov2017 0:00:00,00000000674817,1,0,44,0
31Mar2018 0:00:00,00000000674837,0,0,0,0
28Feb2018 0:00:00,00000000674844,0,1,0,36
31Mar2018 0:00:00,00000000674851,0,0,0,0
31Jan2018 0:00:00,00000000675044,0,1,0,32
31Jul2018 0:00:00,00000000675109,0,0,0,0
31Jan2018 0:00:00,00000000675128,0,0,0,0
30Jun2018 0:00:00,00000000675164,1,0,43,0
31Dec2017 0:00:00,00000000675180,0,0,0,0
30Sep2018 0:00:00,00000000675229,0,0,0,0
31Dec2017 0:00:00,00000000675303,0,0,0,0
31Oct2018 0:00:00,00000000675326,0,1,0,28
31Dec2017 0:00:00,00000000675386,0,1,0,28
31Oct2018 0:00:00,00000000675426,0,0,0,0
31Oct2018 0:00:00,00000000675438,1,0,36,0
31Dec2017 0:00:00,00000000675567,0,0,0,0
31Mar2018 0:00:00,00000000675598,0,1,0,41
30Nov2017 0:00:00,00000000675731,0,0,0,0
30Jun2018 0:00:00,00000000675749,0,0,0,0
31Mar2018 0:00:00,00000000675756,0,1,0,44
31Oct2017 0:00:00,00000000675824,1,1,16,7
31Jul2018 0:00:00,00000000675930,0,1,0,8
31Oct2017 0:00:00,00000000675983,0,0,0,0
30Sep2018 0:00:00,00000000676039,0,1,0,35
31Jul2018 0:00:00,00000000676045,0,0,0,0
31Jul2018 0:00:00,00000000676055,0,0,0,0
31Oct2018 0:00:00,00000000676123,0,0,0,0
28Feb2018 0:00:00,00000000676244,0,0,0,0
31May2018 0:00:00,00000000676303,0,0,0,0
31Oct2018 0:00:00,00000000676353,0,0,0,0
31Aug2018 0:00:00,00000000676531,0,0,0,0
30Sep2018 0:00:00,00000000676646,1,0,55,0
31Oct2018 0:00:00,00000000676659,0,1,0,24
31Oct2017 0:00:00,00000000676731,0,0,0,0
31Mar2018 0:00:00,00000000676861,1,0,12,0
31Jan2018 0:00:00,00000000676913,1,0,27,0
31Mar2018 0:00:00,00000000677060,1,1,9,14
28Feb2018 0:00:00,00000000677175,0,1,0,45
31Jan2018 0:00:00,00000000677252,1,0,25,0
31Aug2018 0:00:00,00000000677291,0,0,0,0
31Aug2018 0:00:00,00000000677373,1,0,45,0
31Jul2018 0:00:00,00000000677446,0,0,0,0
31Jul2018 0:00:00,00000000677575,0,0,0,0
31May2018 0:00:00,00000000677648,0,0,0,0
31Dec2017 0:00:00,00000000677655,0,0,0,0
31Oct2017 0:00:00,00000000677669,1,1,6,40
31May2018 0:00:00,00000000677841,0,0,0,0
31Dec2017 0:00:00,00000000677932,0,0,0,0
30Nov2017 0:00:00,00000000677964,1,1,4,3
31Jul2018 0:00:00,00000000678080,0,1,0,16
31Dec2017 0:00:00,00000000678098,0,0,0,0
31Oct2017 0:00:00,00000000678170,1,1,7,39
31Oct2017 0:00:00,00000000678223,0,1,0,43
31Jan2018 0:00:00,00000000678275,0,0,0,0
31Oct2018 0:00:00,00000000678305,0,1,0,18
28Feb2018 0:00:00,00000000678430,1,0,24,0
31Oct2018 0:00:00,00000000678532,0,0,0,0
31Oct2018 0:00:00,00000000678582,0,1,0,5
28Feb2018 0:00:00,00000000678851,0,0,0,0
31Oct2017 0:00:00,00000000678994,1,0,36,0
31Jan2018 0:00:00,00000000679009,0,0,0,0
31May2018 0:00:00,00000000679113,0,0,0,0
31Dec2017 0:00:00,00000000679209,1,0,55,0
28Feb2018 0:00:00,00000000679329,0,0,0,0
31Aug2018 0:00:00,00000000679386,0,1,0,42
31Aug2018 0:00:00,00000000679449,1,0,36,0
31Oct2018 0:00:00,00000000679528,1,0,29,0
31Jan2018 0:00:00,00000000679588,0,0,0,0
31Oct2017 0:00:00,00000000679651,0,0,0,0
31Oct2017 0:00:00,00000000679700,0,0,0,0
30Apr2018 0:00:00,00000000679773,1,1,13,45
30Nov2017 0:00:00,00000000679788,0,0,0,0
31Dec2017 0:00:00,00000000679810,0,0,0,0
31Oct2017 0:00:00,00000000679907,0,0,0,0
31Aug2018 0:00:00,00000000679965,0,0,0,0
31Jan2018 0:00:00,00000000679983,0,0,0,0
31Dec2017 0:00:00,00000000679997,0,0,0,0
31May2018 0:00:00,00000000680048,0,1,0,3
31Mar2018 0:00:00,00000000680065,0,0,0,0
31Oct2017 0:00:00,00000000680087,0,0,0,0
30Nov2017 0:00:00,00000000680183,0,0,0,0
31Oct2018 0:00:00,00000000680258,0,1,0,45
31Oct2018 0:00:00,00000000680329,0,0,0,0
30Sep2018 0:00:00,00000000680363,1,0,53,0
31May2018 0:00:00,00000000680402,0,0,0,0
31Mar2018 0:00:00,00000000680446,0,0,0,0
31Oct2018 0:00:00,00000000680461,0,1,0,23
31Aug2018 0:00:00,00000000680516,0,0,0,0
30Jun2018 0:00:00,00000000680561,0,0,0,0
31Oct2017 0:00:00,00000000680566,0,0,0,0
31Oct2017 0:00:00,00000000680695,0,1,0,34
28Feb2018 0:00:00,00000000680758,0,1,0,42
31Jul2018 0:00:00,00000000680777,0,1,0,45
30Jun2018 0:00:00,00000000680778,1,0,4,0
30Jun2018 0:00:00,00000000680801,0,0,0,0
28Feb2018 0:00:00,00000000680803,0,1,0,45
30Nov2017 0:00:00,00000000680806,0,1,0,17
30Nov2017 0:00:00,00000000680835,1,1,4,41
31Oct2018 0:00:00,00000000680858,0,0,0,0
30Sep2018 0:00:00,00000000680951,0,0,0,0
31May2018 0:00:00,00000000681187,0,0,0,0
31Jan2018 0:00:00,00000000681433,0,0,0,0
30Apr2018 0:00:00,00000000681439,0,1,0,17
31May2018 0:00:00,00000000681497,0,1,0,17
31Jul2018 0:00:00,00000000681602,0,1,0,32
31Oct2017 0:00:00,00000000681624,0,1,0,26
28Feb2018 0:00:00,00000000681650,0,1,0,45
31May2018 0:00:00,00000000681667,0,0,0,0
31Oct2017 0:00:00,00000000681708,0,1,0,34
31Dec2017 0:00:00,00000000681862,0,0,0,0
31Dec2017 0:00:00,00000000682011,1,1,17,40
28Feb2018 0:00:00,00000000682058,0,1,0,27
31May2018 0:00:00,00000000682068,0,0,0,0
30Nov2017 0:00:00,00000000682093,0,0,0,0
31Mar2018 0:00:00,00000000682352,1,0,31,0
31Aug2018 0:00:00,00000000682421,0,0,0,0
31Oct2017 0:00:00,00000000682435,1,1,4,44
28Feb2018 0:00:00,00000000682552,0,1,0,45
31Mar2018 0:00:00,00000000682558,1,0,35,0
30Nov2017 0:00:00,00000000682655,1,0,41,0
31Jan2018 0:00:00,00000000682668,1,0,55,0
30Nov2017 0:00:00,00000000682686,0,0,0,0
31Oct2018 0:00:00,00000000682689,0,0,0,0
31Dec2017 0:00:00,00000000682750,0,0,0,0
31Oct2018 0:00:00,00000000682824,0,0,0,0
31Aug2018 0:00:00,00000000682894,0,0,0,0
31Oct2017 0:00:00,00000000682922,1,0,54,0
30Sep2018 0:00:00,00000000683032,0,1,0,18
31Mar2018 0:00:00,00000000683042,0,1,0,7
31Jan2018 0:00:00,00000000683049,1,0,4,0
31Dec2017 0:00:00,00000000683081,1,1,55,38
31Jul2018 0:00:00,00000000683336,0,0,0,0
28Feb2018 0:00:00,00000000683404,1,1,36,11
31Aug2018 0:00:00,00000000683407,0,0,0,0
31Oct2017 0:00:00,00000000683410,1,1,23,40
31Jul2018 0:00:00,00000000683463,0,1,0,3
31Jan2018 0:00:00,00000000683497,0,0,0,0
28Feb2018 0:00:00,00000000683581,0,0,0,0
30Apr2018 0:00:00,00000000683587,0,1,0,26
31Aug2018 0:00:00,00000000683721,0,0,0,0
30Sep2018 0:00:00,00000000683760,0,0,0,0
31Oct2018 0:00:00,00000000683819,0,0,0,0
31Aug2018 0:00:00,00000000683965,0,1,0,45
31Mar2018 0:00:00,00000000684014,0,0,0,0
31Oct2017 0:00:00,00000000684019,0,0,0,0
31Oct2017 0:00:00,00000000684036,0,0,0,0
31May2018 0:00:00,00000000684188,0,0,0,0
30Sep2018 0:00:00,00000000684199,1,0,25,0
31Jan2018 0:00:00,00000000684260,0,1,0,37
30Nov2017 0:00:00,00000000684306,0,0,0,0
30Nov2017 0:00:00,00000000684351,0,0,0,0
31Jul2018 0:00:00,00000000684392,0,1,0,9
30Nov2017 0:00:00,00000000684451,0,0,0,0
31Oct2017 0:00:00,00000000684454,0,1,0,45
31Jan2018 0:00:00,00000000684527,0,0,0,0
31Oct2017 0:00:00,00000000684595,0,1,0,45
30Apr2018 0:00:00,00000000684638,1,0,12,0
30Jun2018 0:00:00,00000000684642,0,0,0,0
30Nov2017 0:00:00,00000000684654,0,0,0,0
31Dec2017 0:00:00,00000000684671,0,1,0,30
30Apr2018 0:00:00,00000000684683,1,1,10,6
31May2018 0:00:00,00000000684808,0,1,0,19
31Jul2018 0:00:00,00000000684882,0,0,0,0
30Sep2018 0:00:00,00000000684884,1,0,49,0
31Jan2018 0:00:00,00000000684910,0,0,0,0
31Aug2018 0:00:00,00000000684919,1,0,40,0
30Apr2018 0:00:00,00000000684924,1,0,42,0
31Jul2018 0:00:00,00000000684941,0,1,0,30
31Mar2018 0:00:00,00000000684966,0,0,0,0
31Oct2018 0:00:00,00000000685026,1,0,37,0
31Mar2018 0:00:00,00000000685050,0,0,0,0
31Jan2018 0:00:00,00000000685051,0,0,0,0
31Jan2018 0:00:00,00000000685063,0,0,0,0
28Feb2018 0:00:00,00000000685078,1,1,15,29
31Oct2018 0:00:00,00000000685102,0,0,0,0
31Oct2018 0:00:00,00000000685126,0,1,0,37
31Aug2018 0:00:00,00000000685233,0,0,0,0
28Feb2018 0:00:00,00000000685269,1,1,4,15
31Oct2018 0:00:00,00000000685315,0,0,0,0
31Jan2018 0:00:00,00000000685452,0,1,0,44
31May2018 0:00:00,00000000685500,0,1,0,45
28Feb2018 0:00:00,00000000685658,0,1,0,30
31Mar2018 0:00:00,00000000685677,0,0,0,0
31May2018 0:00:00,00000000685684,0,0,0,0
31Mar2018 0:00:00,00000000685707,0,1,0,26
31Dec2017 0:00:00,00000000685768,0,0,0,0
30Jun2018 0:00:00,00000000685808,0,0,0,0
31Oct2018 0:00:00,00000000685867,0,0,0,0
30Apr2018 0:00:00,00000000686027,0,0,0,0
31Jan2018 0:00:00,00000000686072,1,0,4,0
31Dec2017 0:00:00,00000000686106,0,0,0,0
31Jul2018 0:00:00,00000000686167,0,1,0,8
31Jan2018 0:00:00,00000000686182,1,0,23,0
30Apr2018 0:00:00,00000000686183,0,0,0,0
30Jun2018 0:00:00,00000000686366,0,0,0,0
31Oct2018 0:00:00,00000000686376,1,0,24,0
31Jan2018 0:00:00,00000000686381,0,0,0,0
30Jun2018 0:00:00,00000000686497,0,0,0,0
30Jun2018 0:00:00,00000000686564,0,1,0,3
31Oct2018 0:00:00,00000000686607,1,0,27,0
30Jun2018 0:00:00,00000000686625,0,1,0,32
31Jul2018 0:00:00,00000000686687,1,0,29,0
31May2018 0:00:00,00000000686913,0,0,0,0
30Sep2018 0:00:00,00000000686919,0,0,0,0
30Jun2018 0:00:00,00000000686981,0,0,0,0
30Jun2018 0:00:00,00000000687045,0,1,0,6
31Mar2018 0:00:00,00000000687139,0,0,0,0
31Jul2018 0:00:00,00000000687220,0,1,0,20
31Jan2018 0:00:00,00000000687433,0,0,0,0
31May2018 0:00:00,00000000687885,0,0,0,0
31Mar2018 0:00:00,00000000687911,0,1,0,30
30Apr2018 0:00:00,00000000687942,0,0,0,0
31Jan2018 0:00:00,00000000687971,0,0,0,0
31Aug2018 0:00:00,00000000688028,1,1,7,3
30Nov2017 0:00:00,00000000688042,1,0,34,0
31Jan2018 0:00:00,00000000688138,0,0,0,0
31Dec2017 0:00:00,00000000688186,1,0,55,0
30Sep2018 0:00:00,00000000688288,1,0,34,0
31May2018 0:00:00,00000000688359,0,1,0,32
31Oct2017 0:00:00,00000000688377,1,0,4,0
28Feb2018 0:00:00,00000000688553,1,0,36,0
31May2018 0:00:00,00000000688568,0,0,0,0
31Aug2018 0:00:00,00000000688630,0,0,0,0
31Aug2018 0:00:00,00000000688694,0,0,0,0
30Sep2018 0:00:00,00000000688698,1,0,5,0
30Sep2018 0:00:00,00000000688789,0,1,0,45
30Sep2018 0:00:00,00000000688853,0,0,0,0
31Oct2017 0:00:00,00000000688877,0,0,0,0
31Mar2018 0:00:00,00000000688949,0,1,0,27
31Oct2018 0:00:00,00000000688971,0,1,0,45
31Mar2018 0:00:00,00000000689226,0,1,0,45
31May2018 0:00:00,00000000689227,0,0,0,0
31Mar2018 0:00:00,00000000689241,0,0,0,0
31Jul2018 0:00:00,00000000689413,0,0,0,0
30Jun2018 0:00:00,00000000689501,0,1,0,14
31Dec2017 0:00:00,00000000689601,1,0,46,0
31Dec2017 0:00:00,00000000689620,0,0,0,0
31Mar2018 0:00:00,00000000689644,0,0,0,0
31Jan2018 0:00:00,00000000689649,0,0,0,0
30Nov2017 0:00:00,00000000689709,0,0,0,0
30Jun2018 0:00:00,00000000689798,0,0,0,0
28Feb2018 0:00:00,00000000689839,0,0,0,0
31Oct2017 0:00:00,00000000689845,0,1,0,5
31Dec2017 0:00:00,00000000690151,0,0,0,0
31Mar2018 0:00:00,00000000690223,0,1,0,32
31Jul2018 0:00:00,00000000690232,0,0,0,0
31Jan2018 0:00:00,00000000690335,0,0,0,0
31Dec2017 0:00:00,00000000690400,0,0,0,0
31Jan2018 0:00:00,00000000690456,0,0,0,0
31Oct2017 0:00:00,00000000690461,0,0,0,0
31Oct2018 0:00:00,00000000690565,1,1,48,40
31May2018 0:00:00,00000000690567,0,0,0,0
30Nov2017 0:00:00,00000000690594,0,0,0,0
31Aug2018 0:00:00,00000000690635,0,0,0,0
30Nov2017 0:00:00,00000000690688,0,0,0,0
31Jan2018 0:00:00,00000000690754,0,0,0,0
30Nov2017 0:00:00,00000000690834,0,0,0,0
