MOIS,CLIENT_ID,homme,courriel,Langue_Francais,naissance,logement,profession,nb_enfant,ville,education,age,revenu,revenu_foyer
31Aug2018 0:00:00,00000000709834,1,1,1,0,0,2,0,1,4,45,58000,58000
30Apr2018 0:00:00,00000000710016,1,1,1,0,1,4,0,5,2,69,11000,223000
30Sep2018 0:00:00,00000000710025,1,1,0,0,1,2,0,5,3,52,84000,200000
31Jan2018 0:00:00,00000000710036,0,1,0,0,1,2,1,6,3,49,50000,118000
30Sep2018 0:00:00,00000000710050,0,1,1,0,1,1,0,5,1,34,43000,162000
31Jan2018 0:00:00,00000000710105,1,1,1,0,0,3,4,4,1,38,67000,205000
30Nov2017 0:00:00,00000000710155,0,1,1,0,1,1,0,5,1,60,55000,101000
28Feb2018 0:00:00,00000000710157,0,0,0,0,0,1,0,4,5,35,49000,70000
28Feb2018 0:00:00,00000000710158,1,1,1,0,0,2,0,4,4,31,78000,164000
31Aug2018 0:00:00,00000000710343,1,1,0,0,1,5,0,5,4,58,79000,79000
30Apr2018 0:00:00,00000000710359,1,1,1,0,0,3,0,6,1,22,42000,249000
31Dec2017 0:00:00,00000000710372,0,1,0,0,0,2,0,3,2,40,67000,145000
30Jun2018 0:00:00,00000000710379,1,1,1,0,0,2,0,6,3,45,40000,40000
31May2018 0:00:00,00000000710547,0,0,0,0,0,2,0,6,3,55,81000,81000
31Mar2018 0:00:00,00000000710615,0,1,1,0,0,3,0,5,2,41,93000,93000
28Feb2018 0:00:00,00000000710669,0,1,0,0,0,2,0,2,2,36,59000,164000
31Mar2018 0:00:00,00000000710680,1,1,0,0,0,2,0,6,2,58,37000,101000
30Sep2018 0:00:00,00000000710699,1,0,1,0,0,2,0,1,3,30,67000,95000
31Oct2017 0:00:00,00000000710764,0,1,0,1,0,6,1,1,2,84,60000,140000
31Oct2017 0:00:00,00000000710791,0,1,1,0,0,3,0,5,1,53,83000,83000
30Sep2018 0:00:00,00000000710793,0,0,1,0,1,2,0,5,3,32,65000,97000
31Jan2018 0:00:00,00000000710827,0,0,1,1,0,5,1,3,4,47,50000,189000
31Oct2017 0:00:00,00000000710861,0,1,0,1,0,2,3,4,1,38,41000,115000
31Dec2017 0:00:00,00000000710888,0,1,0,1,1,1,3,6,4,55,63000,63000
30Jun2018 0:00:00,00000000710915,0,0,1,0,0,2,2,4,1,47,74000,174000
31Oct2017 0:00:00,00000000710919,0,1,0,0,0,2,0,2,1,67,79000,305000
31Dec2017 0:00:00,00000000710932,1,1,1,0,1,4,0,6,5,30,66000,66000
30Nov2017 0:00:00,00000000710933,0,0,1,0,0,2,0,5,1,55,62000,95000
31Aug2018 0:00:00,00000000710955,1,0,0,0,0,1,0,3,4,80,74000,201000
31Dec2017 0:00:00,00000000710957,0,1,0,0,0,2,3,4,2,46,67000,67000
30Jun2018 0:00:00,00000000710969,0,1,1,0,0,4,0,6,1,62,74000,109000
31Jan2018 0:00:00,00000000710972,0,1,0,0,0,2,0,5,3,42,44000,106000
30Jun2018 0:00:00,00000000711026,1,0,1,0,0,2,6,4,3,76,59000,111000
30Sep2018 0:00:00,00000000711029,0,1,0,0,1,6,0,3,2,38,68000,68000
31Jul2018 0:00:00,00000000711098,1,1,0,0,1,2,1,6,1,22,45000,248000
30Jun2018 0:00:00,00000000711102,0,1,1,0,1,4,0,6,5,62,83000,185000
31Oct2017 0:00:00,00000000711194,0,1,1,0,0,2,0,5,1,999,97000,288000
31May2018 0:00:00,00000000711203,1,1,1,1,1,1,6,4,1,81,35000,126000
28Feb2018 0:00:00,00000000711299,0,0,1,0,1,2,0,4,5,35,108000,172000
28Feb2018 0:00:00,00000000711323,1,0,1,0,0,2,2,1,1,66,51000,51000
31Mar2018 0:00:00,00000000711324,1,1,1,0,1,2,5,3,2,76,57000,214000
30Sep2018 0:00:00,00000000711502,0,1,1,0,0,3,0,6,5,90,62000,62000
30Sep2018 0:00:00,00000000711507,1,1,1,0,0,4,0,1,4,63,24000,76000
31Oct2017 0:00:00,00000000711515,0,1,1,0,0,3,0,3,5,29,52000,267000
31Jul2018 0:00:00,00000000711541,0,1,0,1,1,2,5,6,1,39,82000,185000
31Oct2017 0:00:00,00000000711546,0,1,0,0,0,2,0,6,1,90,63000,190000
31Aug2018 0:00:00,00000000711582,1,1,1,0,0,5,0,4,4,24,91000,163000
31Aug2018 0:00:00,00000000711636,1,0,0,0,0,1,0,6,3,19,73000,271000
30Jun2018 0:00:00,00000000711749,0,1,0,0,1,5,0,3,1,67,65000,65000
31Oct2018 0:00:00,00000000711926,0,1,0,0,0,4,0,6,5,24,39000,161000
30Jun2018 0:00:00,00000000712082,1,1,1,0,0,2,0,3,5,44,42000,110000
31Mar2018 0:00:00,00000000712173,0,1,1,0,1,1,0,1,1,56,28000,67000
28Feb2018 0:00:00,00000000712183,1,1,1,0,0,3,0,6,2,56,87000,169000
31Oct2018 0:00:00,00000000712272,1,0,1,0,1,2,2,5,3,55,64000,167000
30Apr2018 0:00:00,00000000712348,1,1,1,0,0,4,2,2,2,57,58000,78000
31Dec2017 0:00:00,00000000712359,0,1,0,1,0,3,2,4,1,51,39000,105000
31Oct2017 0:00:00,00000000712374,1,1,1,0,0,2,2,1,3,31,36000,62000
31Aug2018 0:00:00,00000000712424,0,1,0,0,1,3,1,1,1,65,45000,222000
31Oct2017 0:00:00,00000000712438,0,1,1,0,0,1,2,5,4,69,81000,176000
31Oct2017 0:00:00,00000000712443,0,0,0,0,0,2,0,6,4,66,65000,237000
31Jul2018 0:00:00,00000000712529,0,1,0,0,0,2,0,5,3,25,19000,54000
31Oct2018 0:00:00,00000000712560,0,1,0,0,0,2,0,5,5,46,53000,66000
31Jul2018 0:00:00,00000000712624,1,1,1,0,0,2,0,6,5,56,51000,51000
31Jan2018 0:00:00,00000000712692,1,0,1,0,0,3,0,4,3,26,99000,267000
30Sep2018 0:00:00,00000000712732,1,1,0,0,0,2,0,5,1,40,62000,97000
31Oct2018 0:00:00,00000000712754,0,1,0,0,1,2,0,5,3,50,55000,169000
30Sep2018 0:00:00,00000000712869,1,1,1,0,0,3,3,5,3,58,47000,47000
31Dec2017 0:00:00,00000000712927,1,1,0,1,0,4,2,1,5,65,56000,108000
31Jan2018 0:00:00,00000000712930,0,1,0,1,0,3,4,6,1,59,58000,58000
31May2018 0:00:00,00000000713025,1,1,1,0,1,2,0,4,3,26,53000,70000
31Aug2018 0:00:00,00000000713028,1,1,1,1,0,1,4,2,4,57,68000,179000
31Oct2017 0:00:00,00000000713043,1,0,1,0,1,2,0,6,2,27,70000,70000
30Apr2018 0:00:00,00000000713052,1,1,0,0,1,4,3,4,3,79,41000,85000
30Sep2018 0:00:00,00000000713128,0,0,0,0,0,3,0,5,3,76,56000,144000
30Sep2018 0:00:00,00000000713290,1,1,1,0,1,2,0,6,5,44,68000,155000
31May2018 0:00:00,00000000713349,0,1,1,0,1,3,0,1,2,60,57000,111000
31Dec2017 0:00:00,00000000713350,1,1,1,0,0,1,4,6,2,53,31000,326000
30Nov2017 0:00:00,00000000713413,0,1,0,0,1,1,2,1,3,72,87000,95000
31Jul2018 0:00:00,00000000713464,0,1,1,1,0,1,1,3,5,38,81000,133000
28Feb2018 0:00:00,00000000713473,0,1,1,0,0,6,3,1,2,77,51000,171000
31Oct2018 0:00:00,00000000713561,1,1,0,1,1,4,2,2,5,67,56000,267000
28Feb2018 0:00:00,00000000713571,1,0,1,1,0,3,1,2,1,23,46000,46000
28Feb2018 0:00:00,00000000713668,0,1,1,0,0,2,1,4,1,44,36000,213000
31Mar2018 0:00:00,00000000713670,1,1,1,1,0,2,1,6,3,44,69000,69000
31Aug2018 0:00:00,00000000713741,0,1,1,0,0,1,0,6,2,62,66000,130000
31Oct2018 0:00:00,00000000713849,0,1,1,0,0,2,1,6,5,23,67000,98000
31Mar2018 0:00:00,00000000713883,1,1,0,0,0,1,0,1,3,34,32000,32000
30Apr2018 0:00:00,00000000714041,1,1,0,1,0,4,1,3,1,64,40000,40000
28Feb2018 0:00:00,00000000714066,1,1,1,1,0,2,4,2,4,45,33000,86000
31Aug2018 0:00:00,00000000714146,1,1,0,0,1,4,0,5,4,65,10000,231000
31Oct2017 0:00:00,00000000714174,1,1,0,0,0,6,0,4,5,51,61000,247000
31Mar2018 0:00:00,00000000714189,1,1,1,1,1,6,5,6,2,33,41000,220000
31Oct2017 0:00:00,00000000714198,0,1,1,0,0,3,0,3,5,78,92000,92000
31Mar2018 0:00:00,00000000714315,0,1,1,0,0,1,4,5,3,49,53000,144000
31Aug2018 0:00:00,00000000714407,0,0,1,0,1,2,0,6,5,42,44000,44000
31Jan2018 0:00:00,00000000714428,1,1,0,0,1,4,0,3,5,82,73000,125000
31Oct2018 0:00:00,00000000714433,0,1,0,0,1,4,0,5,5,48,89000,246000
30Jun2018 0:00:00,00000000714588,1,1,0,0,0,2,3,6,1,999,78000,290000
31Dec2017 0:00:00,00000000714589,0,1,0,0,0,4,0,5,5,209,39000,161000
31Jul2018 0:00:00,00000000714642,1,1,1,0,0,3,2,3,1,30,44000,71000
30Jun2018 0:00:00,00000000714643,0,0,1,0,1,3,1,5,1,74,101000,101000
31Oct2018 0:00:00,00000000714672,0,1,0,0,0,2,0,1,3,41,96000,96000
31Aug2018 0:00:00,00000000714790,0,1,0,0,0,3,0,6,4,67,47000,56000
30Sep2018 0:00:00,00000000714796,1,1,0,0,0,4,0,2,2,82,66000,127000
28Feb2018 0:00:00,00000000714992,1,0,0,1,0,6,1,5,5,27,89000,231000
30Nov2017 0:00:00,00000000715045,1,1,1,1,0,2,2,4,1,81,53000,64000
31Jul2018 0:00:00,00000000715071,1,1,0,0,1,1,0,5,2,29,53000,147000
31Jan2018 0:00:00,00000000715132,0,1,1,0,1,3,0,3,5,35,96000,96000
30Sep2018 0:00:00,00000000715182,0,1,1,0,0,2,0,5,1,49,109000,180000
31May2018 0:00:00,00000000715210,1,0,1,0,0,1,0,6,1,59,67000,67000
31Jul2018 0:00:00,00000000715422,1,1,1,0,1,6,5,3,3,42,34000,64000
31Jul2018 0:00:00,00000000715478,1,1,1,0,1,2,0,6,3,48,40000,115000
31Mar2018 0:00:00,00000000715572,0,0,1,0,0,4,0,1,2,61,63000,213000
30Nov2017 0:00:00,00000000715639,0,0,1,0,0,1,0,5,3,60,39000,166000
28Feb2018 0:00:00,00000000715652,0,1,0,0,1,5,0,5,2,55,57000,87000
30Jun2018 0:00:00,00000000715683,0,0,0,1,0,4,4,6,1,39,65000,66000
31Jan2018 0:00:00,00000000715777,1,1,1,0,1,2,0,5,4,64,30000,30000
31Oct2018 0:00:00,00000000715893,0,1,1,1,0,2,1,2,5,65,64000,124000
31May2018 0:00:00,00000000715938,0,1,1,0,0,2,0,6,1,66,54000,92000
30Nov2017 0:00:00,00000000715991,0,1,1,0,1,1,0,4,1,24,61000,61000
31Dec2017 0:00:00,00000000716000,1,1,0,0,0,2,0,4,1,67,61000,112000
31Jan2018 0:00:00,00000000716018,1,1,1,0,0,4,0,1,1,29,65000,119000
30Sep2018 0:00:00,00000000716201,1,0,1,0,1,4,0,3,1,41,90000,117000
31Mar2018 0:00:00,00000000716255,1,1,0,0,0,2,0,6,1,62,62000,81000
31Oct2017 0:00:00,00000000716269,1,1,1,0,0,1,0,1,3,72,29000,169000
30Apr2018 0:00:00,00000000716314,0,1,1,1,0,1,2,1,1,60,44000,156000
30Sep2018 0:00:00,00000000716328,1,1,1,0,1,2,0,6,5,57,22000,142000
31Aug2018 0:00:00,00000000716332,1,0,1,0,0,2,0,2,1,24,46000,113000
30Jun2018 0:00:00,00000000716359,1,1,1,0,0,3,0,3,5,36,48000,272000
31Aug2018 0:00:00,00000000716361,1,1,1,0,0,5,0,6,1,51,62000,62000
30Sep2018 0:00:00,00000000716539,1,1,1,0,0,3,3,5,3,78,93000,93000
31Oct2018 0:00:00,00000000716582,0,1,0,0,0,2,0,6,4,41,15000,88000
31Mar2018 0:00:00,00000000716802,1,1,1,0,0,3,0,1,1,64,79000,79000
30Jun2018 0:00:00,00000000716820,1,1,0,0,0,2,0,1,2,70,49000,233000
31May2018 0:00:00,00000000716825,1,1,1,0,1,1,0,6,5,71,72000,72000
31Oct2018 0:00:00,00000000716888,1,1,1,0,0,2,0,4,1,58,68000,68000
31May2018 0:00:00,00000000717052,0,1,1,0,1,1,0,6,4,29,69000,240000
31Aug2018 0:00:00,00000000717091,1,1,1,0,0,4,0,5,5,207,96000,244000
30Jun2018 0:00:00,00000000717252,1,1,1,0,0,6,1,6,1,54,50000,50000
31May2018 0:00:00,00000000717268,0,1,0,0,1,1,0,6,3,39,61000,132000
31Jan2018 0:00:00,00000000717397,1,1,1,0,0,2,1,6,1,67,25000,132000
31Oct2017 0:00:00,00000000717405,0,1,1,1,1,3,1,5,4,28,55000,115000
31Oct2018 0:00:00,00000000717505,0,1,1,0,0,1,0,5,4,38,65000,225000
31Jul2018 0:00:00,00000000717513,1,1,1,0,1,1,0,1,5,26,70000,249000
30Apr2018 0:00:00,00000000717559,0,1,1,0,0,5,2,3,2,60,59000,277000
31Aug2018 0:00:00,00000000717639,0,0,0,0,0,3,4,5,3,59,40000,188000
31Oct2017 0:00:00,00000000717664,1,0,0,0,0,4,3,1,1,40,47000,183000
28Feb2018 0:00:00,00000000717672,0,1,1,1,0,2,2,3,2,63,78000,78000
31Mar2018 0:00:00,00000000717709,1,1,0,0,1,1,0,6,3,81,57000,102000
31Jul2018 0:00:00,00000000717721,1,1,1,0,0,2,0,3,1,25,60000,219000
31Oct2018 0:00:00,00000000717731,1,0,0,1,1,3,2,5,2,22,48000,194000
30Jun2018 0:00:00,00000000717912,1,0,1,0,0,2,0,5,5,35,41000,135000
31Jan2018 0:00:00,00000000717914,0,1,1,0,0,3,3,6,2,85,69000,69000
31Oct2017 0:00:00,00000000717965,1,1,0,1,0,2,3,5,5,64,113000,310000
31Dec2017 0:00:00,00000000717981,1,1,1,0,1,3,0,2,1,60,10000,197000
31Aug2018 0:00:00,00000000718032,1,0,0,1,0,4,1,2,5,38,95000,136000
31Oct2018 0:00:00,00000000718061,1,0,0,1,0,4,2,6,4,22,74000,94000
30Nov2017 0:00:00,00000000718092,0,1,1,0,0,5,0,2,4,23,53000,139000
31Mar2018 0:00:00,00000000718137,1,1,0,0,0,4,0,5,1,49,77000,77000
30Apr2018 0:00:00,00000000718189,0,1,0,0,0,1,3,5,4,47,65000,84000
30Sep2018 0:00:00,00000000718204,0,1,0,0,0,3,3,1,1,41,75000,75000
30Nov2017 0:00:00,00000000718405,1,1,1,1,0,6,2,4,5,21,67000,67000
30Jun2018 0:00:00,00000000718417,1,1,1,0,1,4,0,5,2,71,75000,93000
30Sep2018 0:00:00,00000000718496,0,1,0,0,0,1,2,4,5,28,52000,106000
31Aug2018 0:00:00,00000000718563,0,1,0,0,1,3,5,6,5,47,58000,58000
31Dec2017 0:00:00,00000000718564,1,1,0,0,1,1,5,3,5,45,95000,105000
31Dec2017 0:00:00,00000000718630,0,0,0,0,0,3,1,5,5,64,74000,177000
30Apr2018 0:00:00,00000000718651,1,1,1,0,1,5,0,5,1,57,73000,73000
30Nov2017 0:00:00,00000000718655,1,0,0,0,0,2,5,6,3,85,67000,187000
30Jun2018 0:00:00,00000000718702,0,0,1,0,0,4,0,6,3,71,48000,56000
28Feb2018 0:00:00,00000000718715,0,0,0,0,0,1,0,6,2,28,64000,192000
31May2018 0:00:00,00000000718831,0,1,1,0,0,4,0,6,1,53,72000,177000
31Aug2018 0:00:00,00000000718979,1,1,1,0,0,2,0,6,5,57,76000,78000
31Oct2017 0:00:00,00000000719007,0,1,0,0,0,2,3,5,3,35,52000,106000
31Dec2017 0:00:00,00000000719052,1,0,1,0,0,5,0,3,1,29,79000,79000
31Jan2018 0:00:00,00000000719103,0,1,0,0,0,6,0,1,1,85,45000,167000
30Apr2018 0:00:00,00000000719135,0,0,0,1,1,6,2,5,3,61,69000,113000
30Nov2017 0:00:00,00000000719265,1,1,0,0,0,3,0,4,3,55,49000,321000
31May2018 0:00:00,00000000719278,0,1,1,0,0,2,3,6,4,48,28000,195000
30Sep2018 0:00:00,00000000719314,0,1,1,0,0,2,0,5,5,61,52000,193000
30Nov2017 0:00:00,00000000719321,1,1,1,1,0,1,2,5,4,39,57000,57000
31Aug2018 0:00:00,00000000719354,0,1,1,0,0,3,0,6,1,46,99000,188000
31Oct2017 0:00:00,00000000719459,1,1,0,0,0,2,0,3,3,54,64000,64000
31Aug2018 0:00:00,00000000719475,1,0,1,0,0,2,1,4,4,31,35000,282000
30Sep2018 0:00:00,00000000719506,1,1,1,0,0,2,0,5,5,38,73000,113000
31Jul2018 0:00:00,00000000719562,0,1,1,0,0,2,0,4,3,82,48000,205000
30Nov2017 0:00:00,00000000719572,0,1,0,0,1,2,0,2,3,30,71000,71000
31Dec2017 0:00:00,00000000719601,1,0,1,0,1,3,3,5,2,73,49000,242000
30Sep2018 0:00:00,00000000719630,1,1,1,0,0,1,0,4,1,37,33000,86000
31Oct2018 0:00:00,00000000719634,1,0,1,1,0,6,1,2,4,45,61000,61000
30Sep2018 0:00:00,00000000719650,1,1,0,1,1,1,2,4,5,41,54000,136000
30Nov2017 0:00:00,00000000719677,0,1,0,0,1,2,5,3,5,50,57000,149000
30Apr2018 0:00:00,00000000719679,1,1,1,0,0,4,0,5,4,52,39000,70000
31Oct2017 0:00:00,00000000719771,1,1,0,1,1,2,2,2,5,23,38000,163000
31Oct2018 0:00:00,00000000719804,1,1,0,0,0,1,0,4,4,31,46000,139000
31Aug2018 0:00:00,00000000719874,1,1,0,0,1,4,0,6,3,77,74000,74000
31Oct2018 0:00:00,00000000719920,0,1,0,0,0,6,0,2,1,28,73000,154000
31Jan2018 0:00:00,00000000720004,1,1,1,0,1,1,0,6,5,57,64000,209000
28Feb2018 0:00:00,00000000720018,1,1,0,0,0,2,0,4,4,35,40000,40000
31Aug2018 0:00:00,00000000720045,0,1,0,0,1,2,0,6,2,43,82000,82000
31Jan2018 0:00:00,00000000720069,0,0,1,1,1,1,2,1,2,38,24000,193000
31May2018 0:00:00,00000000720089,0,1,1,1,1,2,1,3,1,40,43000,151000
31Dec2017 0:00:00,00000000720235,1,1,1,0,0,5,0,6,4,61,38000,243000
31Oct2017 0:00:00,00000000720287,0,1,0,0,0,4,0,6,1,69,14000,155000
31Dec2017 0:00:00,00000000720289,1,1,1,0,0,3,0,2,5,67,74000,74000
31Mar2018 0:00:00,00000000720345,0,0,0,0,0,2,0,6,4,41,29000,94000
31Dec2017 0:00:00,00000000720403,0,1,1,1,0,2,1,4,3,56,48000,316000
31Jan2018 0:00:00,00000000720441,1,1,1,0,0,3,0,3,1,77,78000,78000
31Oct2018 0:00:00,00000000720631,1,1,1,0,0,2,0,6,1,78,52000,226000
30Apr2018 0:00:00,00000000720711,0,1,0,1,0,2,2,3,5,56,53000,97000
28Feb2018 0:00:00,00000000720712,0,1,1,1,0,2,3,3,5,73,80000,189000
30Jun2018 0:00:00,00000000720812,1,1,0,0,1,2,0,4,4,52,63000,98000
31Dec2017 0:00:00,00000000720982,0,0,0,1,1,1,2,6,2,28,74000,229000
30Sep2018 0:00:00,00000000721052,1,1,1,0,0,2,0,5,5,63,46000,117000
31Mar2018 0:00:00,00000000721094,0,0,1,0,0,5,0,4,5,69,63000,175000
31Dec2017 0:00:00,00000000721108,0,1,0,0,0,2,0,5,5,49,56000,107000
30Nov2017 0:00:00,00000000721130,1,1,1,0,0,5,0,6,2,43,67000,161000
30Apr2018 0:00:00,00000000721144,1,1,0,1,0,6,3,4,5,78,61000,147000
31May2018 0:00:00,00000000721292,0,1,0,0,0,1,2,4,2,209,86000,145000
30Apr2018 0:00:00,00000000721293,0,0,1,0,0,2,3,6,2,71,69000,236000
30Apr2018 0:00:00,00000000721303,0,0,0,0,0,1,1,2,1,24,69000,104000
30Sep2018 0:00:00,00000000721308,1,1,1,0,0,6,0,4,3,58,74000,91000
31Aug2018 0:00:00,00000000721350,1,1,1,0,0,6,2,3,3,40,35000,35000
31Dec2017 0:00:00,00000000721391,1,0,1,0,1,3,0,5,2,45,45000,45000
31Aug2018 0:00:00,00000000721416,0,0,0,0,1,3,0,6,4,82,48000,130000
30Jun2018 0:00:00,00000000721447,0,1,1,0,1,2,0,4,1,53,96000,168000
31Aug2018 0:00:00,00000000721779,1,1,0,1,1,2,2,5,5,28,65000,157000
31Aug2018 0:00:00,00000000722022,1,0,1,0,1,2,0,2,3,65,80000,210000
31Oct2018 0:00:00,00000000722027,0,1,0,1,1,2,3,2,2,34,22000,34000
30Jun2018 0:00:00,00000000722031,1,1,1,1,0,6,1,6,5,49,10000,384000
31Oct2017 0:00:00,00000000722194,1,0,0,0,1,4,0,4,1,65,70000,70000
31Jan2018 0:00:00,00000000722238,1,1,0,0,0,5,1,4,1,26,96000,179000
30Jun2018 0:00:00,00000000722336,1,1,0,1,0,6,3,4,5,77,63000,257000
31Oct2018 0:00:00,00000000722365,0,1,1,0,0,6,0,2,1,42,62000,180000
31Oct2018 0:00:00,00000000722661,0,1,1,0,0,3,4,6,4,77,40000,168000
31May2018 0:00:00,00000000722674,0,1,0,0,1,3,0,6,2,44,72000,72000
31Dec2017 0:00:00,00000000722722,0,1,1,0,0,6,0,5,1,22,75000,189000
31Mar2018 0:00:00,00000000722921,1,0,1,0,0,4,0,3,1,60,70000,70000
28Feb2018 0:00:00,00000000722938,1,0,1,1,0,3,4,6,1,49,46000,222000
30Jun2018 0:00:00,00000000723007,0,1,1,1,0,2,3,6,1,40,52000,52000
28Feb2018 0:00:00,00000000723033,1,0,0,0,0,4,0,6,1,40,74000,125000
31Dec2017 0:00:00,00000000723039,0,1,1,0,0,1,2,3,5,44,70000,70000
31May2018 0:00:00,00000000723048,1,1,0,1,0,1,2,6,2,46,84000,162000
30Apr2018 0:00:00,00000000723088,1,1,1,0,0,6,0,4,4,23,39000,39000
31Oct2018 0:00:00,00000000723115,0,1,0,0,0,3,0,3,5,67,56000,231000
31Mar2018 0:00:00,00000000723161,1,0,1,0,0,6,5,1,1,46,50000,158000
28Feb2018 0:00:00,00000000723266,0,0,1,0,0,2,0,6,2,41,56000,56000
31Jan2018 0:00:00,00000000723282,1,1,0,0,1,1,0,5,5,62,33000,33000
31Dec2017 0:00:00,00000000723354,1,1,1,0,0,4,0,6,1,27,83000,207000
28Feb2018 0:00:00,00000000723380,0,0,1,0,0,2,5,6,1,64,78000,236000
31Oct2017 0:00:00,00000000723439,1,1,0,0,0,6,0,6,3,30,83000,102000
30Apr2018 0:00:00,00000000723463,1,1,1,0,0,5,2,2,2,21,86000,86000
31May2018 0:00:00,00000000723464,1,1,1,0,0,2,4,3,1,56,66000,134000
31Dec2017 0:00:00,00000000723515,0,1,1,0,1,2,0,6,3,90,62000,108000
31Oct2017 0:00:00,00000000723608,1,1,1,0,0,4,0,4,1,42,71000,129000
30Jun2018 0:00:00,00000000723661,0,1,0,1,1,1,1,3,5,33,98000,98000
31Dec2017 0:00:00,00000000723664,0,1,1,0,1,1,3,4,1,64,49000,213000
30Jun2018 0:00:00,00000000723672,0,1,1,0,1,1,0,1,4,39,55000,276000
31Jul2018 0:00:00,00000000723820,1,1,0,0,1,1,2,4,1,25,74000,74000
30Nov2017 0:00:00,00000000723821,1,1,0,0,0,3,0,4,1,46,55000,126000
31Dec2017 0:00:00,00000000723907,1,1,1,0,0,5,0,1,3,999,43000,252000
30Jun2018 0:00:00,00000000723951,1,1,1,0,0,1,0,2,1,49,76000,76000
31Aug2018 0:00:00,00000000723977,1,1,0,0,0,1,0,6,3,48,88000,268000
31Oct2018 0:00:00,00000000724020,1,1,1,0,0,3,0,6,1,78,81000,90000
31Dec2017 0:00:00,00000000724045,0,0,1,0,0,5,5,5,1,30,31000,83000
31Oct2018 0:00:00,00000000724095,1,1,1,0,0,2,0,6,1,31,66000,225000
31Dec2017 0:00:00,00000000724222,1,1,1,0,1,3,0,6,2,74,40000,40000
31Oct2018 0:00:00,00000000724317,1,1,1,0,0,5,2,1,3,48,72000,245000
31Dec2017 0:00:00,00000000724354,1,1,1,0,1,3,3,5,1,75,60000,193000
31Jul2018 0:00:00,00000000724357,1,1,1,0,1,3,0,4,3,38,68000,68000
30Apr2018 0:00:00,00000000724387,0,1,0,0,0,3,0,2,1,35,61000,118000
31Aug2018 0:00:00,00000000724494,1,0,1,0,0,2,0,6,1,55,80000,225000
28Feb2018 0:00:00,00000000724513,1,1,0,0,0,1,0,4,3,65,72000,223000
30Sep2018 0:00:00,00000000724529,1,1,0,0,1,2,1,3,4,30,74000,101000
30Sep2018 0:00:00,00000000724548,1,1,0,0,1,5,1,5,4,64,93000,134000
31May2018 0:00:00,00000000724566,0,1,1,0,1,2,0,1,2,56,32000,99000
31Dec2017 0:00:00,00000000724588,1,1,1,0,0,3,0,3,5,87,72000,87000
31Jul2018 0:00:00,00000000724626,1,1,1,0,1,1,1,3,2,57,94000,94000
30Apr2018 0:00:00,00000000724636,0,1,1,0,0,1,3,4,3,62,55000,55000
31Mar2018 0:00:00,00000000724637,1,1,1,1,0,2,3,6,1,40,48000,48000
31Dec2017 0:00:00,00000000724641,1,1,1,1,0,1,3,3,2,75,85000,85000
31Dec2017 0:00:00,00000000724721,1,1,1,1,1,2,2,6,2,59,70000,127000
31Oct2018 0:00:00,00000000724736,0,0,0,0,0,3,0,1,1,66,48000,131000
31Oct2017 0:00:00,00000000724755,0,0,1,0,0,5,0,6,4,51,78000,78000
31Jan2018 0:00:00,00000000724771,1,1,0,0,0,1,0,5,5,19,52000,152000
28Feb2018 0:00:00,00000000724896,1,1,0,1,0,3,1,1,1,999,86000,286000
31Mar2018 0:00:00,00000000724902,0,1,1,0,0,3,0,1,5,999,60000,86000
30Apr2018 0:00:00,00000000724968,0,1,0,0,0,4,0,5,3,54,51000,62000
31Jan2018 0:00:00,00000000725007,1,0,0,0,0,2,0,5,2,64,29000,29000
30Nov2017 0:00:00,00000000725100,0,1,1,0,1,5,2,5,1,42,51000,168000
30Sep2018 0:00:00,00000000725236,1,0,1,0,0,3,0,5,3,78,88000,88000
31Jan2018 0:00:00,00000000725343,0,0,1,0,0,2,0,4,4,80,92000,92000
30Nov2017 0:00:00,00000000725413,0,1,1,1,0,1,2,3,4,51,71000,131000
31Dec2017 0:00:00,00000000725477,1,0,0,1,0,1,1,2,2,61,104000,104000
30Nov2017 0:00:00,00000000725500,1,1,0,0,0,3,0,6,4,87,83000,162000
31Mar2018 0:00:00,00000000725529,1,1,0,0,0,2,0,4,2,45,81000,111000
31Jul2018 0:00:00,00000000725537,0,1,0,1,1,6,1,2,4,25,36000,88000
30Nov2017 0:00:00,00000000725571,1,1,0,0,0,3,0,5,1,65,76000,210000
31Oct2017 0:00:00,00000000725622,1,1,1,0,0,1,0,1,1,44,67000,212000
30Sep2018 0:00:00,00000000725639,1,1,1,0,0,6,0,5,4,21,45000,153000
30Nov2017 0:00:00,00000000725687,0,0,0,0,0,1,0,6,3,70,60000,203000
31Oct2017 0:00:00,00000000725757,1,1,1,0,0,1,0,4,3,30,41000,41000
30Nov2017 0:00:00,00000000725790,1,1,1,0,0,5,0,2,1,40,74000,145000
30Sep2018 0:00:00,00000000725791,1,1,1,0,1,2,0,6,4,34,69000,69000
31Oct2018 0:00:00,00000000725867,0,1,0,1,1,6,1,5,1,34,34000,152000
30Jun2018 0:00:00,00000000725934,1,1,1,1,0,5,3,6,2,38,73000,136000
31Oct2017 0:00:00,00000000726014,1,1,0,0,0,6,0,1,4,65,75000,153000
28Feb2018 0:00:00,00000000726129,1,1,0,1,0,5,4,4,1,68,81000,110000
31Jul2018 0:00:00,00000000726136,0,0,1,0,0,2,0,3,3,48,30000,238000
30Nov2017 0:00:00,00000000726203,0,1,0,0,0,5,0,6,4,37,66000,66000
